          country          |          date          | daily_vaccinations |                 vaccines
 Malta                     | 2021-01-17 00:00:00+03 |               1036 | Pfizer/BioNTech
 Malta                     | 2021-01-18 00:00:00+03 |               1162 | Pfizer/BioNTech
 Malta                     | 2021-01-19 00:00:00+03 |               1178 | Pfizer/BioNTech
 Malta                     | 2021-01-20 00:00:00+03 |               1162 | Pfizer/BioNTech
 Malta                     | 2021-01-21 00:00:00+03 |               1170 | Pfizer/BioNTech
 Malta                     | 2021-01-22 00:00:00+03 |               1182 | Pfizer/BioNTech
 Malta                     | 2021-01-23 00:00:00+03 |               1190 | Pfizer/BioNTech
 Malta                     | 2021-01-24 00:00:00+03 |               1182 | Pfizer/BioNTech
 Mexico                    | 2020-12-24 00:00:00+03 |               5682 | Pfizer/BioNTech
 Mexico                    | 2020-12-25 00:00:00+03 |               1300 | Pfizer/BioNTech
 Mexico                    | 2020-12-26 00:00:00+03 |               1300 | Pfizer/BioNTech
 Mexico                    | 2020-12-27 00:00:00+03 |               1300 | Pfizer/BioNTech
 Mexico                    | 2020-12-28 00:00:00+03 |               1664 | Pfizer/BioNTech
 Mexico                    | 2020-12-29 00:00:00+03 |               3121 | Pfizer/BioNTech
 Mexico                    | 2020-12-30 00:00:00+03 |               3679 | Pfizer/BioNTech
 Mexico                    | 2020-12-31 00:00:00+03 |               3695 | Pfizer/BioNTech
 Mexico                    | 2021-01-01 00:00:00+03 |               4051 | Pfizer/BioNTech
 Mexico                    | 2021-01-02 00:00:00+03 |               4407 | Pfizer/BioNTech
 Mexico                    | 2021-01-03 00:00:00+03 |               4763 | Pfizer/BioNTech
 Mexico                    | 2021-01-04 00:00:00+03 |               4912 | Pfizer/BioNTech
 Mexico                    | 2021-01-05 00:00:00+03 |               4244 | Pfizer/BioNTech
 Mexico                    | 2021-01-06 00:00:00+03 |               4027 | Pfizer/BioNTech
 Mexico                    | 2021-01-07 00:00:00+03 |               4230 | Pfizer/BioNTech
 Mexico                    | 2021-01-08 00:00:00+03 |               4984 | Pfizer/BioNTech
 Mexico                    | 2021-01-09 00:00:00+03 |               5488 | Pfizer/BioNTech
 Mexico                    | 2021-01-10 00:00:00+03 |               5876 | Pfizer/BioNTech
 Mexico                    | 2021-01-11 00:00:00+03 |               6157 | Pfizer/BioNTech
 Mexico                    | 2021-01-12 00:00:00+03 |               6378 | Pfizer/BioNTech
 Mexico                    | 2021-01-13 00:00:00+03 |              19912 | Pfizer/BioNTech
 Mexico                    | 2021-01-14 00:00:00+03 |              38797 | Pfizer/BioNTech
 Mexico                    | 2021-01-15 00:00:00+03 |              49987 | Pfizer/BioNTech
 Mexico                    | 2021-01-16 00:00:00+03 |              55493 | Pfizer/BioNTech
 Mexico                    | 2021-01-17 00:00:00+03 |              55835 | Pfizer/BioNTech
 Mexico                    | 2021-01-18 00:00:00+03 |              57924 | Pfizer/BioNTech
 Mexico                    | 2021-01-19 00:00:00+03 |              57892 | Pfizer/BioNTech
 Mexico                    | 2021-01-20 00:00:00+03 |              44066 | Pfizer/BioNTech
 Mexico                    | 2021-01-21 00:00:00+03 |              31765 | Pfizer/BioNTech
 Mexico                    | 2021-01-22 00:00:00+03 |              28205 | Pfizer/BioNTech
 Mexico                    | 2021-01-23 00:00:00+03 |              22217 | Pfizer/BioNTech
 Mexico                    | 2021-01-24 00:00:00+03 |              22498 | Pfizer/BioNTech
 Mexico                    | 2021-01-25 00:00:00+03 |              21797 | Pfizer/BioNTech
 Netherlands               | 2021-01-06 00:00:00+03 |               6881 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-07 00:00:00+03 |               9000 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-08 00:00:00+03 |              10500 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-09 00:00:00+03 |               8000 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-10 00:00:00+03 |               7000 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-11 00:00:00+03 |               5900 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-12 00:00:00+03 |               6500 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-13 00:00:00+03 |               5857 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-14 00:00:00+03 |               5143 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-15 00:00:00+03 |               4000 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-16 00:00:00+03 |               5143 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-17 00:00:00+03 |               6143 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-18 00:00:00+03 |               7024 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-19 00:00:00+03 |               6762 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-20 00:00:00+03 |               7571 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-21 00:00:00+03 |               9500 | Moderna,Pfizer/BioNTech
 Netherlands               | 2021-01-22 00:00:00+03 |              11429 | Moderna,Pfizer/BioNTech
 NorthernIreland           | 2020-12-13 00:00:00+03 |             2247.5 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-14 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-15 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-16 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-17 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-18 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-19 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-20 00:00:00+03 |               1778 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-21 00:00:00+03 |               1829 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-22 00:00:00+03 |               1880 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-23 00:00:00+03 |               1931 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-24 00:00:00+03 |               1982 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-25 00:00:00+03 |               2033 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-26 00:00:00+03 |               2084 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-27 00:00:00+03 |               2135 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-28 00:00:00+03 |               2054 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-29 00:00:00+03 |               1972 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-30 00:00:00+03 |               1890 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2020-12-31 00:00:00+03 |               1808 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-01 00:00:00+03 |               1726 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-02 00:00:00+03 |               1645 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-03 00:00:00+03 |               1563 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-04 00:00:00+03 |               2360 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-05 00:00:00+03 |               3157 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-06 00:00:00+03 |               3954 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-07 00:00:00+03 |               4751 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-08 00:00:00+03 |               5548 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-09 00:00:00+03 |               6345 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-10 00:00:00+03 |               7143 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-11 00:00:00+03 |               7197 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-12 00:00:00+03 |               7574 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-13 00:00:00+03 |               8332 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-14 00:00:00+03 |               9044 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-15 00:00:00+03 |               8530 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-16 00:00:00+03 |               7964 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-17 00:00:00+03 |               7826 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-18 00:00:00+03 |               7852 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-19 00:00:00+03 |               7306 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-20 00:00:00+03 |               6404 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-21 00:00:00+03 |               5674 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-22 00:00:00+03 |               5664 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-23 00:00:00+03 |               5396 | Oxford/AstraZeneca,Pfizer/BioNTech
 NorthernIreland           | 2021-01-24 00:00:00+03 |               5089 | Oxford/AstraZeneca,Pfizer/BioNTech
 Norway                    | 2020-12-27 00:00:00+03 |               2982 | Pfizer/BioNTech
 Norway                    | 2020-12-28 00:00:00+03 |                600 | Pfizer/BioNTech
 Norway                    | 2020-12-29 00:00:00+03 |                834 | Pfizer/BioNTech
 Norway                    | 2020-12-30 00:00:00+03 |                697 | Pfizer/BioNTech
 Norway                    | 2020-12-31 00:00:00+03 |                540 | Pfizer/BioNTech
 Norway                    | 2021-01-01 00:00:00+03 |                434 | Pfizer/BioNTech
 Norway                    | 2021-01-02 00:00:00+03 |                361 | Pfizer/BioNTech
 Norway                    | 2021-01-03 00:00:00+03 |                310 | Pfizer/BioNTech
 Norway                    | 2021-01-04 00:00:00+03 |                224 | Pfizer/BioNTech
 Norway                    | 2021-01-05 00:00:00+03 |                560 | Pfizer/BioNTech
 Norway                    | 2021-01-06 00:00:00+03 |               1772 | Pfizer/BioNTech
 Norway                    | 2021-01-07 00:00:00+03 |               2696 | Pfizer/BioNTech
 Norway                    | 2021-01-08 00:00:00+03 |               2924 | Pfizer/BioNTech
 Norway                    | 2021-01-09 00:00:00+03 |               2942 | Pfizer/BioNTech
 Norway                    | 2021-01-10 00:00:00+03 |               2958 | Pfizer/BioNTech
 Norway                    | 2021-01-11 00:00:00+03 |               3006 | Pfizer/BioNTech
 Norway                    | 2021-01-12 00:00:00+03 |               3105 | Pfizer/BioNTech
 Norway                    | 2021-01-13 00:00:00+03 |               3201 | Pfizer/BioNTech
 Norway                    | 2021-01-14 00:00:00+03 |               3447 | Pfizer/BioNTech
 Norway                    | 2021-01-15 00:00:00+03 |               3847 | Pfizer/BioNTech
 Norway                    | 2021-01-16 00:00:00+03 |               3929 | Pfizer/BioNTech
 Norway                    | 2021-01-17 00:00:00+03 |               3955 | Pfizer/BioNTech
 Norway                    | 2021-01-18 00:00:00+03 |               4120 | Pfizer/BioNTech
 Norway                    | 2021-01-19 00:00:00+03 |               4276 | Pfizer/BioNTech
 Norway                    | 2021-01-20 00:00:00+03 |               4356 | Pfizer/BioNTech
 Norway                    | 2021-01-21 00:00:00+03 |               4303 | Pfizer/BioNTech
 Norway                    | 2021-01-22 00:00:00+03 |               4109 | Pfizer/BioNTech
 Norway                    | 2021-01-23 00:00:00+03 |               4059 | Pfizer/BioNTech
 Norway                    | 2021-01-24 00:00:00+03 |               4027 | Pfizer/BioNTech
 Oman                      | 2020-12-28 00:00:00+03 |               1199 | Pfizer/BioNTech
 Oman                      | 2020-12-29 00:00:00+03 |               1646 | Pfizer/BioNTech
 Oman                      | 2020-12-30 00:00:00+03 |               1663 | Pfizer/BioNTech
 Oman                      | 2020-12-31 00:00:00+03 |               1600 | Pfizer/BioNTech
 Oman                      | 2021-01-01 00:00:00+03 |               1289 | Pfizer/BioNTech
 Oman                      | 2021-01-02 00:00:00+03 |               1103 | Pfizer/BioNTech
 Oman                      | 2021-01-03 00:00:00+03 |               1185 | Pfizer/BioNTech
 Oman                      | 2021-01-04 00:00:00+03 |               1287 | Pfizer/BioNTech
 Oman                      | 2021-01-05 00:00:00+03 |               1341 | Pfizer/BioNTech
 Oman                      | 2021-01-06 00:00:00+03 |               1280 | Pfizer/BioNTech
 Oman                      | 2021-01-07 00:00:00+03 |               1199 | Pfizer/BioNTech
 Oman                      | 2021-01-08 00:00:00+03 |               1158 | Pfizer/BioNTech
 Oman                      | 2021-01-09 00:00:00+03 |               1113 | Pfizer/BioNTech
 Oman                      | 2021-01-10 00:00:00+03 |               1012 | Pfizer/BioNTech
 Oman                      | 2021-01-11 00:00:00+03 |               1080 | Pfizer/BioNTech
 Oman                      | 2021-01-12 00:00:00+03 |               1128 | Pfizer/BioNTech
 Oman                      | 2021-01-13 00:00:00+03 |               1249 | Pfizer/BioNTech
 Oman                      | 2021-01-14 00:00:00+03 |               1328 | Pfizer/BioNTech
 Oman                      | 2021-01-15 00:00:00+03 |               1358 | Pfizer/BioNTech
 Oman                      | 2021-01-16 00:00:00+03 |               1393 | Pfizer/BioNTech
 Oman                      | 2021-01-17 00:00:00+03 |               1363 | Pfizer/BioNTech
 Oman                      | 2021-01-18 00:00:00+03 |               1210 | Pfizer/BioNTech
 Oman                      | 2021-01-19 00:00:00+03 |               1057 | Pfizer/BioNTech
 Oman                      | 2021-01-20 00:00:00+03 |                971 | Pfizer/BioNTech
 Oman                      | 2021-01-21 00:00:00+03 |                817 | Pfizer/BioNTech
 Oman                      | 2021-01-22 00:00:00+03 |                830 | Pfizer/BioNTech
 Oman                      | 2021-01-23 00:00:00+03 |                843 | Pfizer/BioNTech
 Oman                      | 2021-01-24 00:00:00+03 |               1046 | Pfizer/BioNTech
 Panama                    | 2021-01-19 00:00:00+03 |               1364 | Pfizer/BioNTech
 Panama                    | 2021-01-20 00:00:00+03 |                  6 | Pfizer/BioNTech
 Panama                    | 2021-01-21 00:00:00+03 |               1364 | Pfizer/BioNTech
 Panama                    | 2021-01-22 00:00:00+03 |               1694 | Pfizer/BioNTech
 Panama                    | 2021-01-23 00:00:00+03 |               1398 | Pfizer/BioNTech
 Panama                    | 2021-01-24 00:00:00+03 |               1284 | Pfizer/BioNTech
 Poland                    | 2020-12-28 00:00:00+03 |              23659 | Pfizer/BioNTech
 Poland                    | 2020-12-29 00:00:00+03 |               4300 | Pfizer/BioNTech
 Poland                    | 2020-12-30 00:00:00+03 |              17150 | Pfizer/BioNTech
 Poland                    | 2020-12-31 00:00:00+03 |              15200 | Pfizer/BioNTech
 Poland                    | 2021-01-01 00:00:00+03 |              11749 | Pfizer/BioNTech
 Poland                    | 2021-01-02 00:00:00+03 |               9678 | Pfizer/BioNTech
 Poland                    | 2021-01-03 00:00:00+03 |               8139 | Pfizer/BioNTech
 Poland                    | 2021-01-04 00:00:00+03 |              12889 | Pfizer/BioNTech
 Poland                    | 2021-01-05 00:00:00+03 |              19132 | Pfizer/BioNTech
 Poland                    | 2021-01-06 00:00:00+03 |              17723 | Pfizer/BioNTech
 Poland                    | 2021-01-07 00:00:00+03 |              20194 | Pfizer/BioNTech
 Poland                    | 2021-01-08 00:00:00+03 |              21399 | Pfizer/BioNTech
 Poland                    | 2021-01-09 00:00:00+03 |              21376 | Pfizer/BioNTech
 Poland                    | 2021-01-10 00:00:00+03 |              21746 | Pfizer/BioNTech
 Poland                    | 2021-01-11 00:00:00+03 |              23659 | Pfizer/BioNTech
 Poland                    | 2021-01-12 00:00:00+03 |              24199 | Pfizer/BioNTech
 Poland                    | 2021-01-13 00:00:00+03 |              29836 | Pfizer/BioNTech
 Poland                    | 2021-01-14 00:00:00+03 |              31646 | Pfizer/BioNTech
 Poland                    | 2021-01-15 00:00:00+03 |              34025 | Pfizer/BioNTech
 Poland                    | 2021-01-16 00:00:00+03 |              36754 | Pfizer/BioNTech
 Poland                    | 2021-01-17 00:00:00+03 |              38059 | Pfizer/BioNTech
 Poland                    | 2021-01-18 00:00:00+03 |              33904 | Pfizer/BioNTech
 Poland                    | 2021-01-19 00:00:00+03 |              33087 | Pfizer/BioNTech
 Poland                    | 2021-01-20 00:00:00+03 |              31796 | Pfizer/BioNTech
 Poland                    | 2021-01-21 00:00:00+03 |              33503 | Pfizer/BioNTech
 Poland                    | 2021-01-22 00:00:00+03 |              35331 | Pfizer/BioNTech
 Poland                    | 2021-01-23 00:00:00+03 |              34837 | Pfizer/BioNTech
 Poland                    | 2021-01-24 00:00:00+03 |              34001 | Pfizer/BioNTech
 Portugal                  | 2020-12-27 00:00:00+03 |             5946.5 | Pfizer/BioNTech
 Portugal                  | 2020-12-28 00:00:00+03 |               2791 | Pfizer/BioNTech
 Portugal                  | 2020-12-29 00:00:00+03 |               7702 | Pfizer/BioNTech
 Portugal                  | 2020-12-30 00:00:00+03 |               8527 | Pfizer/BioNTech
 Portugal                  | 2020-12-31 00:00:00+03 |               6946 | Pfizer/BioNTech
 Portugal                  | 2021-01-01 00:00:00+03 |               5557 | Pfizer/BioNTech
 Portugal                  | 2021-01-02 00:00:00+03 |               4631 | Pfizer/BioNTech
 Portugal                  | 2021-01-03 00:00:00+03 |               3970 | Pfizer/BioNTech
 Portugal                  | 2021-01-04 00:00:00+03 |               3702 | Pfizer/BioNTech
 Portugal                  | 2021-01-05 00:00:00+03 |               3724 | Pfizer/BioNTech
 Portugal                  | 2021-01-06 00:00:00+03 |               4416 | Pfizer/BioNTech
 Portugal                  | 2021-01-07 00:00:00+03 |               5572 | Pfizer/BioNTech
 Portugal                  | 2021-01-08 00:00:00+03 |               5929 | Pfizer/BioNTech
 Portugal                  | 2021-01-09 00:00:00+03 |               5943 | Pfizer/BioNTech
 Portugal                  | 2021-01-10 00:00:00+03 |               5949 | Pfizer/BioNTech
 Portugal                  | 2021-01-11 00:00:00+03 |               5944 | Pfizer/BioNTech
 Portugal                  | 2021-01-12 00:00:00+03 |               5676 | Pfizer/BioNTech
 Portugal                  | 2021-01-13 00:00:00+03 |               5501 | Pfizer/BioNTech
 Portugal                  | 2021-01-14 00:00:00+03 |               5623 | Pfizer/BioNTech
 Portugal                  | 2021-01-15 00:00:00+03 |               6335 | Pfizer/BioNTech
 Portugal                  | 2021-01-16 00:00:00+03 |               6540 | Pfizer/BioNTech
 Portugal                  | 2021-01-17 00:00:00+03 |               6701 | Pfizer/BioNTech
 Portugal                  | 2021-01-18 00:00:00+03 |               7061 | Pfizer/BioNTech
 Portugal                  | 2021-01-19 00:00:00+03 |               8896 | Pfizer/BioNTech
 Portugal                  | 2021-01-20 00:00:00+03 |              11058 | Pfizer/BioNTech
 Portugal                  | 2021-01-21 00:00:00+03 |              14194 | Pfizer/BioNTech
 Portugal                  | 2021-01-22 00:00:00+03 |              16876 | Pfizer/BioNTech
 Portugal                  | 2021-01-23 00:00:00+03 |              18770 | Pfizer/BioNTech
 Portugal                  | 2021-01-24 00:00:00+03 |              19200 | Pfizer/BioNTech
 Romania                   | 2020-12-28 00:00:00+03 |              13214 | Pfizer/BioNTech
 Romania                   | 2020-12-29 00:00:00+03 |                712 | Pfizer/BioNTech
 Romania                   | 2020-12-30 00:00:00+03 |               1800 | Pfizer/BioNTech
 Romania                   | 2020-12-31 00:00:00+03 |               2741 | Pfizer/BioNTech
 Romania                   | 2021-01-01 00:00:00+03 |               2398 | Pfizer/BioNTech
 Romania                   | 2021-01-02 00:00:00+03 |               2235 | Pfizer/BioNTech
 Romania                   | 2021-01-03 00:00:00+03 |               1922 | Pfizer/BioNTech
 Romania                   | 2021-01-04 00:00:00+03 |               3349 | Pfizer/BioNTech
 Romania                   | 2021-01-05 00:00:00+03 |               5547 | Pfizer/BioNTech
 Romania                   | 2021-01-06 00:00:00+03 |               7555 | Pfizer/BioNTech
 Romania                   | 2021-01-07 00:00:00+03 |               9444 | Pfizer/BioNTech
 Romania                   | 2021-01-08 00:00:00+03 |              11579 | Pfizer/BioNTech
 Romania                   | 2021-01-09 00:00:00+03 |              12723 | Pfizer/BioNTech
 Romania                   | 2021-01-10 00:00:00+03 |              13528 | Pfizer/BioNTech
 Romania                   | 2021-01-11 00:00:00+03 |              14240 | Pfizer/BioNTech
 Romania                   | 2021-01-12 00:00:00+03 |              14120 | Pfizer/BioNTech
 Romania                   | 2021-01-13 00:00:00+03 |              13673 | Pfizer/BioNTech
 Romania                   | 2021-01-14 00:00:00+03 |              13030 | Pfizer/BioNTech
 Romania                   | 2021-01-15 00:00:00+03 |              12995 | Pfizer/BioNTech
 Romania                   | 2021-01-16 00:00:00+03 |              13398 | Pfizer/BioNTech
 Romania                   | 2021-01-17 00:00:00+03 |              13824 | Pfizer/BioNTech
 Romania                   | 2021-01-18 00:00:00+03 |              15721 | Pfizer/BioNTech
 Romania                   | 2021-01-19 00:00:00+03 |              18514 | Pfizer/BioNTech
 Romania                   | 2021-01-20 00:00:00+03 |              22017 | Pfizer/BioNTech
 Romania                   | 2021-01-21 00:00:00+03 |              25783 | Pfizer/BioNTech
 Romania                   | 2021-01-22 00:00:00+03 |              28895 | Pfizer/BioNTech
 Romania                   | 2021-01-23 00:00:00+03 |              31828 | Pfizer/BioNTech
 Romania                   | 2021-01-24 00:00:00+03 |              34461 | Pfizer/BioNTech
 Romania                   | 2021-01-25 00:00:00+03 |              35627 | Pfizer/BioNTech
 Russia                    | 2020-12-15 00:00:00+03 |              25299 | SputnikV
 Russia                    | 2020-12-16 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-17 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-18 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-19 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-20 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-21 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-22 00:00:00+03 |               3357 | SputnikV
 Russia                    | 2020-12-23 00:00:00+03 |              12592 | SputnikV
 Russia                    | 2020-12-24 00:00:00+03 |              21827 | SputnikV
 Russia                    | 2020-12-25 00:00:00+03 |              31061 | SputnikV
 Russia                    | 2020-12-26 00:00:00+03 |              40296 | SputnikV
 Russia                    | 2020-12-27 00:00:00+03 |              49531 | SputnikV
 Russia                    | 2020-12-28 00:00:00+03 |              58765 | SputnikV
 Russia                    | 2020-12-29 00:00:00+03 |              68000 | SputnikV
 Russia                    | 2020-12-30 00:00:00+03 |              68000 | SputnikV
 Russia                    | 2020-12-31 00:00:00+03 |              68000 | SputnikV
 Russia                    | 2021-01-01 00:00:00+03 |              68000 | SputnikV
 Russia                    | 2021-01-02 00:00:00+03 |              68000 | SputnikV
 Russia                    | 2021-01-03 00:00:00+03 |              60883 | SputnikV
 Russia                    | 2021-01-04 00:00:00+03 |              53766 | SputnikV
 Russia                    | 2021-01-05 00:00:00+03 |              46649 | SputnikV
 Russia                    | 2021-01-06 00:00:00+03 |              39532 | SputnikV
 Russia                    | 2021-01-07 00:00:00+03 |              32416 | SputnikV
 Russia                    | 2021-01-08 00:00:00+03 |              25299 | SputnikV
 Russia                    | 2021-01-09 00:00:00+03 |              18182 | SputnikV
 Russia                    | 2021-01-10 00:00:00+03 |              18182 | SputnikV
 Russia                    | 2021-01-11 00:00:00+03 |              18182 | SputnikV
 Russia                    | 2021-01-12 00:00:00+03 |              18182 | SputnikV
 Russia                    | 2021-01-13 00:00:00+03 |              18182 | SputnikV
 SaudiArabia               | 2021-01-06 00:00:00+03 |              16843 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-07 00:00:00+03 |              37862 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-08 00:00:00+03 |              23990 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-09 00:00:00+03 |              19366 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-10 00:00:00+03 |              17055 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-11 00:00:00+03 |              15667 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-12 00:00:00+03 |              16312 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-13 00:00:00+03 |              16772 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-14 00:00:00+03 |              14153 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-15 00:00:00+03 |              15498 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-16 00:00:00+03 |              16843 | Pfizer/BioNTech
 SaudiArabia               | 2021-01-17 00:00:00+03 |              18187 | Pfizer/BioNTech
 Scotland                  | 2020-12-13 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-14 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-15 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-16 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-17 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-18 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-19 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-20 00:00:00+03 |               5821 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-21 00:00:00+03 |               5690 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-22 00:00:00+03 |               5558 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-23 00:00:00+03 |               5426 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-24 00:00:00+03 |               5295 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-25 00:00:00+03 |               5163 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-26 00:00:00+03 |               5031 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-27 00:00:00+03 |               4899 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-28 00:00:00+03 |               4635 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-29 00:00:00+03 |               4370 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-30 00:00:00+03 |               4105 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2020-12-31 00:00:00+03 |               3841 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-01 00:00:00+03 |               3576 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-02 00:00:00+03 |               3312 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-03 00:00:00+03 |               3047 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-04 00:00:00+03 |               3650 | Oxford/AstraZeneca,Pfizer/BioNTech
