          country          |          date          | daily_vaccinations |                 vaccines
 Scotland                  | 2021-01-05 00:00:00+03 |               4254 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-06 00:00:00+03 |               4858 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-07 00:00:00+03 |               5461 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-08 00:00:00+03 |               6065 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-09 00:00:00+03 |               6668 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-10 00:00:00+03 |               7272 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-11 00:00:00+03 |               8042 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-12 00:00:00+03 |               9311 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-13 00:00:00+03 |              10621 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-14 00:00:00+03 |              11979 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-15 00:00:00+03 |              12869 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-16 00:00:00+03 |              13760 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-17 00:00:00+03 |              14651 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-18 00:00:00+03 |              15667 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-19 00:00:00+03 |              17018 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-20 00:00:00+03 |              18277 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-21 00:00:00+03 |              19282 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-22 00:00:00+03 |              20597 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-23 00:00:00+03 |              22034 | Oxford/AstraZeneca,Pfizer/BioNTech
 Scotland                  | 2021-01-24 00:00:00+03 |              21750 | Oxford/AstraZeneca,Pfizer/BioNTech
 Serbia                    | 2021-01-08 00:00:00+03 |               3153 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-09 00:00:00+03 |               1150 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-10 00:00:00+03 |               1150 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-11 00:00:00+03 |               1503 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-12 00:00:00+03 |               1680 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-13 00:00:00+03 |               1785 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-14 00:00:00+03 |               1856 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-15 00:00:00+03 |               2221 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-16 00:00:00+03 |               2687 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-17 00:00:00+03 |               3153 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-18 00:00:00+03 |               3468 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-19 00:00:00+03 |               3783 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-20 00:00:00+03 |               4098 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-21 00:00:00+03 |               9528 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-22 00:00:00+03 |              13880 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-23 00:00:00+03 |              19485 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-24 00:00:00+03 |              26632 | Pfizer/BioNTech,Sinopharm,SputnikV
 Serbia                    | 2021-01-25 00:00:00+03 |              31534 | Pfizer/BioNTech,Sinopharm,SputnikV
 Seychelles                | 2021-01-09 00:00:00+03 |               1059 | Sinopharm
 Seychelles                | 2021-01-10 00:00:00+03 |                500 | Sinopharm
 Seychelles                | 2021-01-11 00:00:00+03 |                500 | Sinopharm
 Seychelles                | 2021-01-12 00:00:00+03 |                500 | Sinopharm
 Seychelles                | 2021-01-13 00:00:00+03 |                500 | Sinopharm
 Seychelles                | 2021-01-14 00:00:00+03 |                600 | Sinopharm
 Seychelles                | 2021-01-15 00:00:00+03 |                667 | Sinopharm
 Seychelles                | 2021-01-16 00:00:00+03 |               1000 | Sinopharm
 Seychelles                | 2021-01-17 00:00:00+03 |               1118 | Sinopharm
 Seychelles                | 2021-01-18 00:00:00+03 |               1236 | Sinopharm
 Seychelles                | 2021-01-19 00:00:00+03 |               1354 | Sinopharm
 Seychelles                | 2021-01-20 00:00:00+03 |               1595 | Sinopharm
 Seychelles                | 2021-01-21 00:00:00+03 |               1718 | Sinopharm
 Seychelles                | 2021-01-22 00:00:00+03 |               1841 | Sinopharm
 Seychelles                | 2021-01-23 00:00:00+03 |               1622 | Sinopharm
 Singapore                 | 2021-01-11 00:00:00+03 |               4950 | Pfizer/BioNTech
 Singapore                 | 2021-01-12 00:00:00+03 |               2800 | Pfizer/BioNTech
 Singapore                 | 2021-01-13 00:00:00+03 |               4090 | Pfizer/BioNTech
 Singapore                 | 2021-01-14 00:00:00+03 |               4520 | Pfizer/BioNTech
 Singapore                 | 2021-01-15 00:00:00+03 |               4735 | Pfizer/BioNTech
 Singapore                 | 2021-01-16 00:00:00+03 |               4864 | Pfizer/BioNTech
 Singapore                 | 2021-01-17 00:00:00+03 |               4950 | Pfizer/BioNTech
 Singapore                 | 2021-01-18 00:00:00+03 |               5011 | Pfizer/BioNTech
 Singapore                 | 2021-01-19 00:00:00+03 |               5380 | Pfizer/BioNTech
 Singapore                 | 2021-01-20 00:00:00+03 |               5380 | Pfizer/BioNTech
 Singapore                 | 2021-01-21 00:00:00+03 |               5380 | Pfizer/BioNTech
 Singapore                 | 2021-01-22 00:00:00+03 |               5380 | Pfizer/BioNTech
 Slovakia                  | 2021-01-04 00:00:00+03 |               5473 | Pfizer/BioNTech
 Slovakia                  | 2021-01-05 00:00:00+03 |                425 | Pfizer/BioNTech
 Slovakia                  | 2021-01-06 00:00:00+03 |               3309 | Pfizer/BioNTech
 Slovakia                  | 2021-01-07 00:00:00+03 |               4544 | Pfizer/BioNTech
 Slovakia                  | 2021-01-08 00:00:00+03 |               5137 | Pfizer/BioNTech
 Slovakia                  | 2021-01-09 00:00:00+03 |               4456 | Pfizer/BioNTech
 Slovakia                  | 2021-01-10 00:00:00+03 |               4221 | Pfizer/BioNTech
 Slovakia                  | 2021-01-11 00:00:00+03 |               4174 | Pfizer/BioNTech
 Slovakia                  | 2021-01-12 00:00:00+03 |               5616 | Pfizer/BioNTech
 Slovakia                  | 2021-01-13 00:00:00+03 |               5661 | Pfizer/BioNTech
 Slovakia                  | 2021-01-14 00:00:00+03 |               5685 | Pfizer/BioNTech
 Slovakia                  | 2021-01-15 00:00:00+03 |               5744 | Pfizer/BioNTech
 Slovakia                  | 2021-01-16 00:00:00+03 |               5669 | Pfizer/BioNTech
 Slovakia                  | 2021-01-17 00:00:00+03 |               5241 | Pfizer/BioNTech
 Slovakia                  | 2021-01-18 00:00:00+03 |               5968 | Pfizer/BioNTech
 Slovakia                  | 2021-01-19 00:00:00+03 |               5473 | Pfizer/BioNTech
 Slovakia                  | 2021-01-20 00:00:00+03 |               5585 | Pfizer/BioNTech
 Slovakia                  | 2021-01-21 00:00:00+03 |               5535 | Pfizer/BioNTech
 Slovenia                  | 2021-01-03 00:00:00+03 |               2415 | Pfizer/BioNTech
 Slovenia                  | 2021-01-04 00:00:00+03 |               1270 | Pfizer/BioNTech
 Slovenia                  | 2021-01-05 00:00:00+03 |               1484 | Pfizer/BioNTech
 Slovenia                  | 2021-01-06 00:00:00+03 |               2110 | Pfizer/BioNTech
 Slovenia                  | 2021-01-07 00:00:00+03 |               2601 | Pfizer/BioNTech
 Slovenia                  | 2021-01-08 00:00:00+03 |               2718 | Pfizer/BioNTech
 Slovenia                  | 2021-01-09 00:00:00+03 |               2333 | Pfizer/BioNTech
 Slovenia                  | 2021-01-10 00:00:00+03 |               2087 | Pfizer/BioNTech
 Slovenia                  | 2021-01-11 00:00:00+03 |               2183 | Pfizer/BioNTech
 Slovenia                  | 2021-01-12 00:00:00+03 |               2223 | Pfizer/BioNTech
 Slovenia                  | 2021-01-13 00:00:00+03 |               2471 | Pfizer/BioNTech
 Slovenia                  | 2021-01-14 00:00:00+03 |               2689 | Pfizer/BioNTech
 Slovenia                  | 2021-01-15 00:00:00+03 |               3036 | Pfizer/BioNTech
 Slovenia                  | 2021-01-16 00:00:00+03 |               3073 | Pfizer/BioNTech
 Slovenia                  | 2021-01-17 00:00:00+03 |               3070 | Pfizer/BioNTech
 Slovenia                  | 2021-01-18 00:00:00+03 |               2942 | Pfizer/BioNTech
 Slovenia                  | 2021-01-19 00:00:00+03 |               2772 | Pfizer/BioNTech
 Slovenia                  | 2021-01-20 00:00:00+03 |               2415 | Pfizer/BioNTech
 Slovenia                  | 2021-01-21 00:00:00+03 |               2420 | Pfizer/BioNTech
 Slovenia                  | 2021-01-22 00:00:00+03 |               2009 | Pfizer/BioNTech
 Slovenia                  | 2021-01-23 00:00:00+03 |               2034 | Pfizer/BioNTech
 Slovenia                  | 2021-01-24 00:00:00+03 |               1992 | Pfizer/BioNTech
 Spain                     | 2021-01-04 00:00:00+03 |              56505 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-05 00:00:00+03 |              56505 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-06 00:00:00+03 |              45248 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-07 00:00:00+03 |              41496 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-08 00:00:00+03 |              48786 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-09 00:00:00+03 |              47569 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-10 00:00:00+03 |              46759 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-11 00:00:00+03 |              46180 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-12 00:00:00+03 |              49826 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-13 00:00:00+03 |              58330 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-14 00:00:00+03 |              66980 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-15 00:00:00+03 |              70139 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-16 00:00:00+03 |              70181 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-17 00:00:00+03 |              70223 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-18 00:00:00+03 |              70264 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-19 00:00:00+03 |              68282 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-20 00:00:00+03 |              63471 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-21 00:00:00+03 |              61016 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-22 00:00:00+03 |              56696 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-23 00:00:00+03 |              53971 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-24 00:00:00+03 |              51247 | Moderna,Pfizer/BioNTech
 Spain                     | 2021-01-25 00:00:00+03 |              48522 | Moderna,Pfizer/BioNTech
 Sweden                    | 2020-12-27 00:00:00+03 |               5600 | Pfizer/BioNTech
 Sweden                    | 2020-12-28 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2020-12-29 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2020-12-30 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2020-12-31 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2021-01-01 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2021-01-02 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2021-01-03 00:00:00+03 |               3859 | Pfizer/BioNTech
 Sweden                    | 2021-01-04 00:00:00+03 |               4294 | Pfizer/BioNTech
 Sweden                    | 2021-01-05 00:00:00+03 |               4729 | Pfizer/BioNTech
 Sweden                    | 2021-01-06 00:00:00+03 |               5165 | Pfizer/BioNTech
 Sweden                    | 2021-01-07 00:00:00+03 |               5600 | Pfizer/BioNTech
 Sweden                    | 2021-01-08 00:00:00+03 |               6035 | Pfizer/BioNTech
 Sweden                    | 2021-01-09 00:00:00+03 |               6470 | Pfizer/BioNTech
 Sweden                    | 2021-01-10 00:00:00+03 |               6905 | Pfizer/BioNTech
 Sweden                    | 2021-01-11 00:00:00+03 |               7292 | Pfizer/BioNTech
 Sweden                    | 2021-01-12 00:00:00+03 |               7680 | Pfizer/BioNTech
 Sweden                    | 2021-01-13 00:00:00+03 |               8067 | Pfizer/BioNTech
 Sweden                    | 2021-01-14 00:00:00+03 |               8454 | Pfizer/BioNTech
 Sweden                    | 2021-01-15 00:00:00+03 |               8841 | Pfizer/BioNTech
 Sweden                    | 2021-01-16 00:00:00+03 |               9228 | Pfizer/BioNTech
 Sweden                    | 2021-01-17 00:00:00+03 |               9616 | Pfizer/BioNTech
 Switzerland               | 2020-12-23 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-24 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-25 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-26 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-27 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-28 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-29 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-30 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2020-12-31 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-01 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-02 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-03 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-04 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-05 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-06 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-07 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-08 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-09 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-10 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-11 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-12 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-13 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-14 00:00:00+03 |               3000 | Pfizer/BioNTech
 Switzerland               | 2021-01-15 00:00:00+03 |               3829 | Pfizer/BioNTech
 Switzerland               | 2021-01-16 00:00:00+03 |               4657 | Pfizer/BioNTech
 Switzerland               | 2021-01-17 00:00:00+03 |               5486 | Pfizer/BioNTech
 Switzerland               | 2021-01-18 00:00:00+03 |               6314 | Pfizer/BioNTech
 Switzerland               | 2021-01-19 00:00:00+03 |               7143 | Pfizer/BioNTech
 Switzerland               | 2021-01-20 00:00:00+03 |              10984 | Pfizer/BioNTech
 Switzerland               | 2021-01-21 00:00:00+03 |              14826 | Pfizer/BioNTech
 Turkey                    | 2021-01-13 00:00:00+03 |           154397.5 | Sinovac
 Turkey                    | 2021-01-14 00:00:00+03 |             279452 | Sinovac
 Turkey                    | 2021-01-15 00:00:00+03 |             308326 | Sinovac
 Turkey                    | 2021-01-16 00:00:00+03 |             225634 | Sinovac
 Turkey                    | 2021-01-17 00:00:00+03 |             176613 | Sinovac
 Turkey                    | 2021-01-18 00:00:00+03 |             166482 | Sinovac
 Turkey                    | 2021-01-19 00:00:00+03 |             158439 | Sinovac
 Turkey                    | 2021-01-20 00:00:00+03 |             150356 | Sinovac
 Turkey                    | 2021-01-21 00:00:00+03 |             120115 | Sinovac
 Turkey                    | 2021-01-22 00:00:00+03 |              83651 | Sinovac
 Turkey                    | 2021-01-23 00:00:00+03 |              78569 | Sinovac
 Turkey                    | 2021-01-24 00:00:00+03 |              76886 | Sinovac
 Turkey                    | 2021-01-25 00:00:00+03 |              67192 | Sinovac
 UnitedArabEmirates        | 2021-01-05 00:00:00+03 |            88134.5 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-06 00:00:00+03 |              30698 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-07 00:00:00+03 |              30698 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-08 00:00:00+03 |              38418 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-09 00:00:00+03 |              48512 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-10 00:00:00+03 |              52053 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-11 00:00:00+03 |              56825 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-12 00:00:00+03 |              64193 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-13 00:00:00+03 |              76797 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-14 00:00:00+03 |              91448 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-15 00:00:00+03 |             103490 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-16 00:00:00+03 |             111082 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-17 00:00:00+03 |             113744 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-18 00:00:00+03 |             114896 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-19 00:00:00+03 |             112816 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-20 00:00:00+03 |             109510 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-21 00:00:00+03 |             102605 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-22 00:00:00+03 |              96156 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-23 00:00:00+03 |              89839 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-24 00:00:00+03 |              86430 | Pfizer/BioNTech,Sinopharm
 UnitedArabEmirates        | 2021-01-25 00:00:00+03 |              85653 | Pfizer/BioNTech,Sinopharm
 UnitedKingdom             | 2020-12-20 00:00:00+03 |             129663 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-21 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-22 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-23 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-24 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-25 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-26 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-27 00:00:00+03 |              46423 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-28 00:00:00+03 |              47738 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-29 00:00:00+03 |              49053 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-30 00:00:00+03 |              50369 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2020-12-31 00:00:00+03 |              51684 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-01 00:00:00+03 |              52999 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-02 00:00:00+03 |              54315 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-03 00:00:00+03 |              55630 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-04 00:00:00+03 |              74138 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-05 00:00:00+03 |              92647 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-06 00:00:00+03 |             111155 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-07 00:00:00+03 |             129663 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-08 00:00:00+03 |             148171 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-09 00:00:00+03 |             166680 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-10 00:00:00+03 |             185188 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-11 00:00:00+03 |             182424 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-12 00:00:00+03 |             187930 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-13 00:00:00+03 |             202716 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-14 00:00:00+03 |             222253 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-15 00:00:00+03 |             242692 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-16 00:00:00+03 |             256292 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-17 00:00:00+03 |             262404 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-18 00:00:00+03 |             268518 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-19 00:00:00+03 |             286118 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-20 00:00:00+03 |             297294 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-21 00:00:00+03 |             310246 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-22 00:00:00+03 |             331933 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-23 00:00:00+03 |             362307 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedKingdom             | 2021-01-24 00:00:00+03 |             361321 | Oxford/AstraZeneca,Pfizer/BioNTech
 UnitedStates              | 2020-12-20 00:00:00+03 |             399093 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-21 00:00:00+03 |              57909 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-22 00:00:00+03 |             127432 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-23 00:00:00+03 |             150606 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-24 00:00:00+03 |             191001 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-25 00:00:00+03 |             215238 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-26 00:00:00+03 |             231396 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-27 00:00:00+03 |             211379 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-28 00:00:00+03 |             216147 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-29 00:00:00+03 |             235685 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-30 00:00:00+03 |             255223 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2020-12-31 00:00:00+03 |             278776 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-01 00:00:00+03 |             302329 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-02 00:00:00+03 |             325882 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-03 00:00:00+03 |             336949 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-04 00:00:00+03 |             348017 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-05 00:00:00+03 |             339372 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-06 00:00:00+03 |             358887 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-07 00:00:00+03 |             378253 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-08 00:00:00+03 |             419933 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-09 00:00:00+03 |             461263 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-10 00:00:00+03 |             546636 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-11 00:00:00+03 |             632009 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-12 00:00:00+03 |             641524 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-13 00:00:00+03 |             710238 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-14 00:00:00+03 |             747082 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-15 00:00:00+03 |             798707 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-16 00:00:00+03 |             811670 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-17 00:00:00+03 |             824632 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-18 00:00:00+03 |             837595 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-19 00:00:00+03 |             911493 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-20 00:00:00+03 |             892403 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-21 00:00:00+03 |             913912 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-22 00:00:00+03 |             975540 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-23 00:00:00+03 |            1057387 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-24 00:00:00+03 |            1122182 | Moderna,Pfizer/BioNTech
 UnitedStates              | 2021-01-25 00:00:00+03 |            1126251 | Moderna,Pfizer/BioNTech
 Wales                     | 2020-12-13 00:00:00+03 |               2324 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-14 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-15 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-16 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-17 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-18 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-19 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-20 00:00:00+03 |               2198 | Oxford/AstraZeneca,Pfizer/BioNTech
